id,name,level,exp,maxHP,maxMP,accuracy,evasion,speed,boss,summonType,paDamage,maDamage,pdr,mdr,push,hpRecovery,mpRecovery,publicReward,_url,_meta_raw
7130200,Werewolf,75,350,16000,150,160,25,-10,,2,,,,,,100,3,,https://maplestory.io/api/GMS/83/mob/7130200,"{""isBodyAttack"": true, ""level"": 75, ""maxHP"": 16000, ""maxMP"": 150, ""speed"": -10, ""physicalDamage"": 330, ""physicalDefense"": 800, ""magicDamage"": 380, ""magicDefense"": 290, ""accuracy"": 160, ""evasion"": 25, ""exp"": 350, ""isUndead"": false, ""minimumPushDamage"": 1500, ""hpRecovery"": 100, ""mpRecovery"": 3, ""summonType"": 2, ""revivesMonsterId"": []}"
7130300,Master Death Teddy,89,1720,40000,190,180,28,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/7130300,"{""isBodyAttack"": true, ""level"": 89, ""maxHP"": 40000, ""maxMP"": 190, ""speed"": -30, ""physicalDamage"": 400, ""physicalDefense"": 750, ""magicDamage"": 450, ""magicDefense"": 480, ""accuracy"": 180, ""evasion"": 28, ""exp"": 1720, ""isUndead"": true, ""minimumPushDamage"": 4000, ""elementalAttributes"": ""H3I2L2"", ""summonType"": 1, ""revivesMonsterId"": []}"
7130400,Yellow King Goblin,70,400,25000,200,120,15,-25,,1,,,,,,30,2,,https://maplestory.io/api/GMS/83/mob/7130400,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 25000, ""maxMP"": 200, ""speed"": -25, ""physicalDamage"": 285, ""physicalDefense"": 280, ""magicDamage"": 335, ""magicDefense"": 280, ""accuracy"": 120, ""evasion"": 15, ""exp"": 400, ""isUndead"": false, ""minimumPushDamage"": 1000, ""hpRecovery"": 30, ""mpRecovery"": 2, ""elementalAttributes"": ""F2I3"", ""summonType"": 1, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
7130401,Blue King Goblin,70,400,25000,200,120,15,-25,,1,,,,,,30,2,,https://maplestory.io/api/GMS/83/mob/7130401,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 25000, ""maxMP"": 200, ""speed"": -25, ""physicalDamage"": 285, ""physicalDefense"": 280, ""magicDamage"": 335, ""magicDefense"": 280, ""accuracy"": 120, ""evasion"": 15, ""exp"": 400, ""isUndead"": false, ""minimumPushDamage"": 1000, ""hpRecovery"": 30, ""mpRecovery"": 2, ""elementalAttributes"": ""F3I2"", ""summonType"": 1, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
7130402,Green King Goblin,70,400,25000,200,120,15,-25,,1,,,,,,30,2,,https://maplestory.io/api/GMS/83/mob/7130402,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 25000, ""maxMP"": 200, ""speed"": -25, ""physicalDamage"": 285, ""physicalDefense"": 280, ""magicDamage"": 335, ""magicDefense"": 280, ""accuracy"": 120, ""evasion"": 15, ""exp"": 400, ""isUndead"": false, ""minimumPushDamage"": 1000, ""hpRecovery"": 30, ""mpRecovery"": 2, ""elementalAttributes"": ""S1"", ""summonType"": 1, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
7130500,Rash,70,270,14500,150,130,25,-20,,1,,,,,,50,10,,https://maplestory.io/api/GMS/83/mob/7130500,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 14500, ""maxMP"": 150, ""speed"": -20, ""physicalDamage"": 245, ""physicalDefense"": 235, ""magicDamage"": 0, ""magicDefense"": 245, ""accuracy"": 130, ""evasion"": 25, ""exp"": 270, ""isUndead"": false, ""minimumPushDamage"": 1450, ""hpRecovery"": 50, ""mpRecovery"": 10, ""elementalAttributes"": ""S3"", ""summonType"": 1, ""revivesMonsterId"": []}"
7130501,Dark Rash,74,340,15500,150,160,27,-20,,1,,,,,,50,20,,https://maplestory.io/api/GMS/83/mob/7130501,"{""isBodyAttack"": true, ""level"": 74, ""maxHP"": 15500, ""maxMP"": 150, ""speed"": -20, ""physicalDamage"": 295, ""physicalDefense"": 285, ""magicDamage"": 0, ""magicDefense"": 295, ""accuracy"": 160, ""evasion"": 27, ""exp"": 340, ""isUndead"": false, ""minimumPushDamage"": 1550, ""hpRecovery"": 50, ""mpRecovery"": 20, ""elementalAttributes"": ""S2"", ""summonType"": 1, ""revivesMonsterId"": []}"
7130600,Hobi,72,295,15000,150,160,25,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/7130600,"{""isBodyAttack"": true, ""level"": 72, ""maxHP"": 15000, ""maxMP"": 150, ""speed"": -30, ""physicalDamage"": 270, ""physicalDefense"": 330, ""magicDamage"": 310, ""magicDefense"": 260, ""accuracy"": 160, ""evasion"": 25, ""exp"": 295, ""isUndead"": false, ""minimumPushDamage"": 2000, ""elementalAttributes"": ""S3"", ""summonType"": 1, ""revivesMonsterId"": []}"
7130601,Green Hobi,76,370,18000,200,170,28,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/7130601,"{""isBodyAttack"": true, ""level"": 76, ""maxHP"": 18000, ""maxMP"": 200, ""speed"": -30, ""physicalDamage"": 300, ""physicalDefense"": 400, ""magicDamage"": 350, ""magicDefense"": 350, ""accuracy"": 170, ""evasion"": 28, ""exp"": 370, ""isUndead"": false, ""minimumPushDamage"": 2000, ""elementalAttributes"": ""S2"", ""summonType"": 1, ""revivesMonsterId"": []}"
7130602,Thorny Vine,76,0,8000,0,220,20,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/7130602,"{""isBodyAttack"": true, ""level"": 76, ""maxHP"": 8000, ""maxMP"": 0, ""speed"": 0, ""physicalDamage"": 500, ""physicalDefense"": 400, ""magicDamage"": 0, ""magicDefense"": 350, ""accuracy"": 220, ""evasion"": 20, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 10000, ""elementalAttributes"": ""S2F3"", ""summonType"": 1, ""revivesMonsterId"": [], ""isBoss"": true, ""removeAfterTime"": 20}"
7140000,Ghost Pirate,83,1100,30000,160,150,27,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/7140000,"{""isBodyAttack"": true, ""level"": 83, ""maxHP"": 30000, ""maxMP"": 160, ""speed"": -30, ""physicalDamage"": 365, ""physicalDefense"": 710, ""magicDamage"": 400, ""magicDefense"": 460, ""accuracy"": 150, ""evasion"": 27, ""exp"": 1100, ""isUndead"": false, ""minimumPushDamage"": 3200, ""elementalAttributes"": ""I2F3"", ""summonType"": 1, ""revivesMonsterId"": []}"
7160000,Dual Ghost Pirate,87,1500,35000,200,160,28,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/7160000,"{""isBodyAttack"": true, ""level"": 87, ""maxHP"": 35000, ""maxMP"": 200, ""speed"": -30, ""physicalDamage"": 385, ""physicalDefense"": 775, ""magicDamage"": 425, ""magicDefense"": 470, ""accuracy"": 160, ""evasion"": 28, ""exp"": 1500, ""isUndead"": false, ""minimumPushDamage"": 3700, ""elementalAttributes"": ""I2F3"", ""summonType"": 1, ""revivesMonsterId"": []}"
7220000,Tae Roon,71,1580,93000,200,175,30,-30,,1,,,,,,2200,10,,https://maplestory.io/api/GMS/83/mob/7220000,"{""isBodyAttack"": true, ""level"": 71, ""maxHP"": 93000, ""maxMP"": 200, ""speed"": -30, ""physicalDamage"": 285, ""physicalDefense"": 335, ""magicDamage"": 310, ""magicDefense"": 265, ""accuracy"": 175, ""evasion"": 30, ""exp"": 1580, ""isUndead"": false, ""minimumPushDamage"": 1500, ""hpRecovery"": 2200, ""mpRecovery"": 10, ""summonType"": 1, ""hpTagColor"": 1, ""hpTagBackgroundColor"": 5, ""hpGaugeHide"": true, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
7220001,Nine-Tailed Fox,70,1300,89000,200,130,25,-40,,1,,,,,,1900,10,,https://maplestory.io/api/GMS/83/mob/7220001,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 89000, ""maxMP"": 200, ""speed"": -40, ""physicalDamage"": 260, ""physicalDefense"": 280, ""magicDamage"": 310, ""magicDefense"": 265, ""accuracy"": 130, ""evasion"": 25, ""exp"": 1300, ""isUndead"": false, ""minimumPushDamage"": 1500, ""hpRecovery"": 1900, ""mpRecovery"": 10, ""summonType"": 1, ""hpTagColor"": 1, ""hpTagBackgroundColor"": 5, ""hpGaugeHide"": true, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
7220002,King Sage Cat,77,2280,108000,520,160,27,-30,,1,,,,,,2700,10,,https://maplestory.io/api/GMS/83/mob/7220002,"{""isBodyAttack"": true, ""level"": 77, ""maxHP"": 108000, ""maxMP"": 520, ""speed"": -30, ""physicalDamage"": 320, ""physicalDefense"": 520, ""magicDamage"": 350, ""magicDefense"": 410, ""accuracy"": 160, ""evasion"": 27, ""exp"": 2280, ""isUndead"": false, ""minimumPushDamage"": 2500, ""hpRecovery"": 2700, ""mpRecovery"": 10, ""summonType"": 1, ""hpTagColor"": 1, ""hpTagBackgroundColor"": 5, ""hpGaugeHide"": true, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
7220003,Bergamot,77,0,40000,700,160,28,0,,0,,,,,,30,2,TRUE,https://maplestory.io/api/GMS/83/mob/7220003,"{""isBodyAttack"": true, ""level"": 77, ""maxHP"": 40000, ""maxMP"": 700, ""speed"": 0, ""physicalDamage"": 340, ""physicalDefense"": 600, ""magicDamage"": 370, ""magicDefense"": 440, ""accuracy"": 160, ""evasion"": 28, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 99999, ""hpRecovery"": 30, ""mpRecovery"": 2, ""elementalAttributes"": ""F2L3I3S1"", ""summonType"": 0, ""hpTagColor"": 4, ""hpTagBackgroundColor"": 3, ""revivesMonsterId"": [], ""isBoss"": true, ""publicReward"": true}"
7220004,Bergamot,77,0,65000,700,160,28,-40,,30,,,,,,30,2,TRUE,https://maplestory.io/api/GMS/83/mob/7220004,"{""isBodyAttack"": true, ""level"": 77, ""maxHP"": 65000, ""maxMP"": 700, ""speed"": -40, ""physicalDamage"": 340, ""physicalDefense"": 600, ""magicDamage"": 370, ""magicDefense"": 440, ""accuracy"": 160, ""evasion"": 28, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 99999, ""hpRecovery"": 30, ""mpRecovery"": 2, ""elementalAttributes"": ""F2L3I3S1"", ""summonType"": 30, ""hpTagColor"": 3, ""hpTagBackgroundColor"": 1, ""revivesMonsterId"": [], ""isBoss"": true, ""publicReward"": true}"
7220005,Bergamot,77,3000,40000,700,160,28,-40,,31,,,,,,30,2,TRUE,https://maplestory.io/api/GMS/83/mob/7220005,"{""isBodyAttack"": true, ""level"": 77, ""maxHP"": 40000, ""maxMP"": 700, ""speed"": -40, ""physicalDamage"": 340, ""physicalDefense"": 600, ""magicDamage"": 370, ""magicDefense"": 440, ""accuracy"": 160, ""evasion"": 28, ""exp"": 3000, ""isUndead"": false, ""minimumPushDamage"": 99999, ""hpRecovery"": 30, ""mpRecovery"": 2, ""elementalAttributes"": ""F2L3I3S1"", ""summonType"": 31, ""hpTagColor"": 1, ""hpTagBackgroundColor"": 5, ""revivesMonsterId"": [], ""isBoss"": true, ""publicReward"": true}"
8090000,Deet and Roi,80,850,27000,300,140,999,-50,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8090000,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 27000, ""maxMP"": 300, ""speed"": -50, ""physicalDamage"": 350, ""physicalDefense"": 650, ""magicDamage"": 410, ""magicDefense"": 450, ""accuracy"": 140, ""evasion"": 999, ""exp"": 850, ""isUndead"": false, ""minimumPushDamage"": 2800, ""summonType"": 0, ""revivesMonsterId"": [], ""isBoss"": true, ""removeAfterTime"": 1800}"
8110300,Homunscullo,80,850,27000,300,140,28,-10,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8110300,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 27000, ""maxMP"": 300, ""speed"": -10, ""physicalDamage"": 350, ""physicalDefense"": 650, ""magicDamage"": 410, ""magicDefense"": 450, ""accuracy"": 140, ""evasion"": 28, ""exp"": 850, ""isUndead"": false, ""minimumPushDamage"": 2800, ""summonType"": 1, ""revivesMonsterId"": []}"
8120100,Gatekeeper Nex,81,330,15000,150,150,30,-20,,27,,,,,,20,5,,https://maplestory.io/api/GMS/83/mob/8120100,"{""isBodyAttack"": true, ""level"": 81, ""maxHP"": 15000, ""maxMP"": 150, ""speed"": -20, ""physicalDamage"": 250, ""physicalDefense"": 250, ""magicDamage"": 350, ""magicDefense"": 250, ""accuracy"": 150, ""evasion"": 30, ""exp"": 330, ""minimumPushDamage"": 1500, ""hpRecovery"": 20, ""mpRecovery"": 5, ""summonType"": 27, ""revivesMonsterId"": [], ""isBoss"": true}"
8120101,Gatekeeper Nex,85,330,15000,150,150,30,-20,,27,,,,,,20,5,,https://maplestory.io/api/GMS/83/mob/8120101,"{""isBodyAttack"": true, ""level"": 85, ""maxHP"": 15000, ""maxMP"": 150, ""speed"": -20, ""physicalDamage"": 250, ""physicalDefense"": 250, ""magicDamage"": 350, ""magicDefense"": 250, ""accuracy"": 150, ""evasion"": 30, ""exp"": 330, ""minimumPushDamage"": 1500, ""hpRecovery"": 20, ""mpRecovery"": 5, ""summonType"": 27, ""revivesMonsterId"": [], ""isBoss"": true}"
8120102,Afterlord,82,1220,29000,100,146,22,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8120102,"{""isBodyAttack"": true, ""level"": 82, ""maxHP"": 29000, ""maxMP"": 100, ""speed"": -20, ""physicalDamage"": 360, ""physicalDefense"": 690, ""magicDamage"": 390, ""magicDefense"": 455, ""accuracy"": 146, ""evasion"": 22, ""exp"": 1220, ""isUndead"": false, ""minimumPushDamage"": 2320, ""elementalAttributes"": ""I2S1H2"", ""summonType"": 1, ""revivesMonsterId"": []}"
8120103,Prototype Lord,84,1440,31000,170,155,25,-40,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8120103,"{""isBodyAttack"": true, ""level"": 84, ""maxHP"": 31000, ""maxMP"": 170, ""speed"": -40, ""physicalDamage"": 370, ""physicalDefense"": 700, ""magicDamage"": 415, ""magicDefense"": 460, ""accuracy"": 155, ""evasion"": 25, ""exp"": 1440, ""isUndead"": false, ""minimumPushDamage"": 2480, ""elementalAttributes"": ""S1H2"", ""summonType"": 1, ""revivesMonsterId"": []}"
8120104,Maverick Type A,86,1560,32000,180,160,27,40,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8120104,"{""isBodyAttack"": true, ""level"": 86, ""maxHP"": 32000, ""maxMP"": 180, ""speed"": 40, ""physicalDamage"": 375, ""physicalDefense"": 700, ""magicDamage"": 430, ""magicDefense"": 465, ""accuracy"": 160, ""evasion"": 27, ""exp"": 1560, ""isUndead"": false, ""minimumPushDamage"": 2560, ""summonType"": 1, ""revivesMonsterId"": []}"
8120105,Maverick Type S,88,1920,37000,200,170,28,400,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8120105,"{""isBodyAttack"": true, ""level"": 88, ""maxHP"": 37000, ""maxMP"": 200, ""speed"": 400, ""physicalDamage"": 390, ""physicalDefense"": 800, ""magicDamage"": 430, ""magicDefense"": 495, ""accuracy"": 170, ""evasion"": 28, ""exp"": 1920, ""isUndead"": false, ""minimumPushDamage"": 2960, ""summonType"": 0, ""revivesMonsterId"": []}"
8120106,Maverick Type D,89,2064,40000,190,180,28,,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8120106,"{""isBodyAttack"": true, ""level"": 89, ""maxHP"": 40000, ""maxMP"": 190, ""flySpeed"": 40, ""physicalDamage"": 400, ""physicalDefense"": 750, ""magicDamage"": 450, ""magicDefense"": 480, ""accuracy"": 180, ""evasion"": 28, ""exp"": 2064, ""isUndead"": false, ""minimumPushDamage"": 3200, ""summonType"": 0, ""revivesMonsterId"": []}"
8120107,Maverick Type D,89,2064,25000,190,180,28,,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8120107,"{""isBodyAttack"": true, ""level"": 89, ""maxHP"": 25000, ""maxMP"": 190, ""flySpeed"": 40, ""physicalDamage"": 400, ""physicalDefense"": 750, ""magicDamage"": 450, ""magicDefense"": 480, ""accuracy"": 180, ""evasion"": 28, ""exp"": 2064, ""isUndead"": false, ""minimumPushDamage"": 3200, ""summonType"": 0, ""revivesMonsterId"": [], ""linksToOtherMob"": 8120106}"
8130100,Jr. Balrog,80,2000,50000,500,150,30,-20,,0,,,,,,100,5,,https://maplestory.io/api/GMS/83/mob/8130100,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 50000, ""maxMP"": 500, ""speed"": -20, ""physicalDamage"": 450, ""physicalDefense"": 420, ""magicDamage"": 605, ""magicDefense"": 450, ""accuracy"": 150, ""evasion"": 30, ""exp"": 2000, ""isUndead"": false, ""minimumPushDamage"": 3000, ""hpRecovery"": 100, ""mpRecovery"": 5, ""elementalAttributes"": ""S1H3"", ""summonType"": 0, ""hpTagColor"": 1, ""hpTagBackgroundColor"": 5, ""hpGaugeHide"": true, ""revivesMonsterId"": [], ""isBoss"": true}"
8140000,Lycanthrope,80,850,27000,300,140,28,-30,,1,,,,,,150,5,,https://maplestory.io/api/GMS/83/mob/8140000,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 27000, ""maxMP"": 300, ""speed"": -30, ""physicalDamage"": 350, ""physicalDefense"": 650, ""magicDamage"": 410, ""magicDefense"": 520, ""accuracy"": 140, ""evasion"": 28, ""exp"": 850, ""isUndead"": false, ""minimumPushDamage"": 5000, ""hpRecovery"": 150, ""mpRecovery"": 5, ""elementalAttributes"": ""I2F3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140001,Harp,80,850,27000,300,140,28,-10,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140001,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 27000, ""maxMP"": 300, ""speed"": -10, ""physicalDamage"": 350, ""physicalDefense"": 650, ""magicDamage"": 410, ""magicDefense"": 450, ""accuracy"": 140, ""evasion"": 28, ""exp"": 850, ""isUndead"": false, ""minimumPushDamage"": 2800, ""elementalAttributes"": ""S3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140002,Blood Harp,83,1100,30000,160,150,27,-10,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140002,"{""isBodyAttack"": true, ""level"": 83, ""maxHP"": 30000, ""maxMP"": 160, ""speed"": -10, ""physicalDamage"": 365, ""physicalDefense"": 700, ""magicDamage"": 400, ""magicDefense"": 465, ""accuracy"": 150, ""evasion"": 27, ""exp"": 1100, ""isUndead"": false, ""minimumPushDamage"": 3000, ""elementalAttributes"": ""F2I3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140100,Dark Yeti and Pepe,82,0,29000,150,160,30,-15,,1,,,,,,80,2,,https://maplestory.io/api/GMS/83/mob/8140100,"{""isBodyAttack"": true, ""level"": 82, ""maxHP"": 29000, ""maxMP"": 150, ""speed"": -15, ""physicalDamage"": 360, ""physicalDefense"": 700, ""magicDamage"": 390, ""magicDefense"": 500, ""accuracy"": 160, ""evasion"": 30, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 3000, ""hpRecovery"": 80, ""mpRecovery"": 2, ""elementalAttributes"": ""H3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140101,Black Kentaurus,88,1600,37000,200,170,28,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140101,"{""isBodyAttack"": true, ""level"": 88, ""maxHP"": 37000, ""maxMP"": 200, ""speed"": -20, ""physicalDamage"": 390, ""physicalDefense"": 800, ""magicDamage"": 430, ""magicDefense"": 495, ""accuracy"": 170, ""evasion"": 28, ""exp"": 1600, ""isUndead"": true, ""minimumPushDamage"": 3000, ""elementalAttributes"": ""H3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140102,Red Kentaurus,88,1600,37000,200,170,28,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140102,"{""isBodyAttack"": true, ""level"": 88, ""maxHP"": 37000, ""maxMP"": 200, ""speed"": 0, ""physicalDamage"": 390, ""physicalDefense"": 800, ""magicDamage"": 430, ""magicDefense"": 495, ""accuracy"": 170, ""evasion"": 28, ""exp"": 1600, ""isUndead"": false, ""minimumPushDamage"": 3000, ""elementalAttributes"": ""F2I3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140103,Blue Kentaurus,88,1600,37000,200,170,28,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140103,"{""isBodyAttack"": true, ""level"": 88, ""maxHP"": 37000, ""maxMP"": 200, ""speed"": 0, ""physicalDamage"": 390, ""physicalDefense"": 800, ""magicDamage"": 430, ""magicDefense"": 495, ""accuracy"": 170, ""evasion"": 28, ""exp"": 1600, ""isUndead"": false, ""minimumPushDamage"": 3000, ""elementalAttributes"": ""I2F3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140110,Birk,85,1420,32000,150,160,27,-30,,1,,,,,,150,30,,https://maplestory.io/api/GMS/83/mob/8140110,"{""isBodyAttack"": true, ""level"": 85, ""maxHP"": 32000, ""maxMP"": 150, ""speed"": -30, ""physicalDamage"": 380, ""physicalDefense"": 760, ""magicDamage"": 0, ""magicDefense"": 465, ""accuracy"": 160, ""evasion"": 27, ""exp"": 1420, ""isUndead"": false, ""minimumPushDamage"": 3200, ""hpRecovery"": 150, ""mpRecovery"": 30, ""elementalAttributes"": ""H2I3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140111,Dual Birk,88,1620,37000,200,170,28,-30,,1,,,,,,200,10,,https://maplestory.io/api/GMS/83/mob/8140111,"{""isBodyAttack"": true, ""level"": 88, ""maxHP"": 37000, ""maxMP"": 200, ""speed"": -30, ""physicalDamage"": 395, ""physicalDefense"": 850, ""magicDamage"": 0, ""magicDefense"": 480, ""accuracy"": 170, ""evasion"": 28, ""exp"": 1620, ""isUndead"": false, ""minimumPushDamage"": 3700, ""hpRecovery"": 200, ""mpRecovery"": 10, ""elementalAttributes"": ""H2S2"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140200,Klock,70,270,15000,180,130,26,-40,,1,,,,,,,2,,https://maplestory.io/api/GMS/83/mob/8140200,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 15000, ""maxMP"": 180, ""speed"": -40, ""physicalDamage"": 250, ""physicalDefense"": 250, ""magicDamage"": 320, ""magicDefense"": 250, ""accuracy"": 130, ""evasion"": 26, ""exp"": 270, ""isUndead"": true, ""minimumPushDamage"": 1000, ""mpRecovery"": 2, ""elementalAttributes"": ""H3F3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140300,Dark Klock,76,370,18000,200,140,27,-40,,1,,,,,,,2,,https://maplestory.io/api/GMS/83/mob/8140300,"{""isBodyAttack"": true, ""level"": 76, ""maxHP"": 18000, ""maxMP"": 200, ""speed"": -40, ""physicalDamage"": 300, ""physicalDefense"": 380, ""magicDamage"": 350, ""magicDefense"": 400, ""accuracy"": 140, ""evasion"": 27, ""exp"": 370, ""isUndead"": true, ""minimumPushDamage"": 1500, ""mpRecovery"": 2, ""elementalAttributes"": ""H3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140500,Bain,90,1800,45000,190,195,38,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140500,"{""isBodyAttack"": true, ""level"": 90, ""maxHP"": 45000, ""maxMP"": 190, ""speed"": -20, ""physicalDamage"": 425, ""physicalDefense"": 835, ""magicDamage"": 465, ""magicDefense"": 505, ""accuracy"": 195, ""evasion"": 38, ""exp"": 1800, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""F2I3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140510,Gatekeeper Nex,90,330,15000,150,150,30,-20,,27,,,,,,20,5,,https://maplestory.io/api/GMS/83/mob/8140510,"{""isBodyAttack"": true, ""level"": 90, ""maxHP"": 15000, ""maxMP"": 150, ""speed"": -20, ""physicalDamage"": 250, ""physicalDefense"": 250, ""magicDamage"": 350, ""magicDefense"": 250, ""accuracy"": 150, ""evasion"": 30, ""exp"": 330, ""minimumPushDamage"": 1500, ""hpRecovery"": 20, ""mpRecovery"": 5, ""summonType"": 27, ""revivesMonsterId"": [], ""isBoss"": true}"
8140511,Imperial Guard,91,2280,43000,170,190,37,30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140511,"{""isBodyAttack"": true, ""level"": 91, ""maxHP"": 43000, ""maxMP"": 170, ""speed"": 30, ""physicalDamage"": 430, ""physicalDefense"": 650, ""magicDamage"": 460, ""magicDefense"": 670, ""accuracy"": 190, ""evasion"": 37, ""exp"": 2280, ""isUndead"": false, ""minimumPushDamage"": 3280, ""elementalAttributes"": ""S2H2"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140512,Royal Guard,93,2520,50000,250,200,37,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140512,"{""isBodyAttack"": true, ""level"": 93, ""maxHP"": 50000, ""maxMP"": 250, ""speed"": 0, ""physicalDamage"": 450, ""physicalDefense"": 830, ""magicDamage"": 500, ""magicDefense"": 530, ""accuracy"": 200, ""evasion"": 37, ""exp"": 2520, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""S2"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140555,Bombing Fish House ,90,0,40500,190,196,35,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140555,"{""isBodyAttack"": true, ""level"": 90, ""maxHP"": 40500, ""maxMP"": 190, ""speed"": 0, ""physicalDamage"": 410, ""physicalDefense"": 840, ""magicDamage"": 450, ""magicDefense"": 530, ""accuracy"": 196, ""evasion"": 35, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 4000, ""elementalAttributes"": ""F2I2L2S2"", ""summonType"": 1, ""revivesMonsterId"": [], ""monsterBookId"": 7130020}"
8140600,Bone Fish,92,2000,42500,190,197,38,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140600,"{""isBodyAttack"": true, ""level"": 92, ""maxHP"": 42500, ""maxMP"": 190, ""speed"": -30, ""physicalDamage"": 420, ""physicalDefense"": 840, ""magicDamage"": 460, ""magicDefense"": 540, ""accuracy"": 197, ""evasion"": 38, ""exp"": 2000, ""isUndead"": true, ""minimumPushDamage"": 4200, ""elementalAttributes"": ""F2H3"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140700,Blue Dragon Turtle,90,1780,40000,150,195,37,-40,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140700,"{""isBodyAttack"": true, ""level"": 90, ""maxHP"": 40000, ""maxMP"": 150, ""speed"": -40, ""physicalDamage"": 410, ""physicalDefense"": 820, ""magicDamage"": 0, ""magicDefense"": 480, ""accuracy"": 195, ""evasion"": 37, ""exp"": 1780, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""F3I2"", ""summonType"": 1, ""revivesMonsterId"": []}"
8140701,Red Dragon Turtle,93,2100,49000,160,200,37,-40,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/8140701,"{""isBodyAttack"": true, ""level"": 93, ""maxHP"": 49000, ""maxMP"": 160, ""speed"": -40, ""physicalDamage"": 420, ""physicalDefense"": 830, ""magicDamage"": 0, ""magicDefense"": 500, ""accuracy"": 200, ""evasion"": 37, ""exp"": 2100, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""F2I3"", ""summonType"": 1, ""revivesMonsterId"": []}"
